Afríka	Африка
Rýtingurinn í bakið	Легенда об ударе ножом в спину
Þýska karlalandsliðið í handknattleik	Мужская сборная Германии по гандболу
A Portuguesa	Гимн Португалии
Carta marina	Carta Marina
Friðrik 4. Danakonungur	Фредерик IV
Anganmaðra	Подмаренник душистый
Vladimir Kramnik	Крамник, Владимир Борисович
Vankjálkar	Бесчелюстные
Dardísk tungumál	Дардские языки
Língresi	Полевица
Lykilorð	Пароль
Reyrgresi	Зубровка душистая
Frændhygli	Непотизм
Safavídaríkið	Сефевиды
Kítín	Хитин
Krímráðstefnan	Ялтинская конференция
Maurasýra	Муравьиная кислота
Segulómun	Магнитно-резонансная томография
Hjálenda	Зависимая территория
Mjólkursýra	Молочная кислота
Hverfiþungi	Момент импульса
Clipperton-eyja	Клиппертон
Félagssálfræði	Социальная психология
Beinviður	Бересклет европейский
Kreditkort	Кредитная карта
Undirflokkur inflúensu A H1N1	H1N1
Georgíska stafrófið	Грузинское письмо
Skartgripur	Ювелирное изделие
Skábraut	Наклонная плоскость
Einkavæðing	Приватизация
Jöklasóley	Беквичия ледниковая
Hinrik 5.	Генрих V
Brabançonne	Гимн Бельгии
Kola- og stálbandalag Evrópu	Европейское объединение угля и стали
Tækniháskólinn í Kaliforníu	Калифорнийский технологический институт
Andrómeda (grísk goðafræði)	Андромеда (мифология)
Grunnvatn	Подземные воды
Asymmetric Digital Subscriber Line	ADSL
Holtasóley	Дриада восьмилепестная
Fjalldalafífill	Гравилат речной
Engjarós	Сабельник болотный
Mýrasóley	Белозор болотный
Hornhraði	Угловая скорость
Blágresi	Герань лесная
Japanar	Японцы
Lyfjagras	Жирянка обыкновенная
Dýragras	Горечавка снежная
Burnirót	Родиола розовая
Vetrarblóm	Камнеломка супротивнолистная
Mjaðarlyng	Восковница обыкновенная
Katarar	Катары
Freigáta	Фрегат
Vallarrýgresi	Плевел многолетний
T.A.T.u.	Тату (группа)
Axhnoðapuntur	Ежа сборная
Komma	Запятая
Jarðefnafræði	Геохимия
Klófífa	Пушица узколистная
Aspergerheilkenni	Синдром Аспергера
Hávingull	Овсяница луговая
Núristaní	Нуристанские языки
Evrópukeppnin í knattspyrnu 1992	Чемпионат Европы по футболу 1992
Julie Andrews	Эндрюс, Джули
Keisaramörgæs	Императорский пингвин
Edward Gibbon	Гиббон, Эдуард
Heron frá Alexandríu	Герон
Stálbandalagið	Стальной пакт
Hinrik 4. Englandskonungur	Генрих IV (король Англии)
Konungsríkið Stóra-Bretland	Королевство Великобритания
Maðurinn með ljáinn	Образ смерти
Djákni	Диакон
Eiríkur af Pommern	Эрик Померанский
Ferill	Кривая
Paul Allen	Аллен, Пол
Mechelen	Мехелен
Eusébio	Эйсебио
Nýplatonismi	Неоплатонизм
Miðhvolf	Мезосфера
Götusópari	Дворник
Hreinlæti	Гигиена
Rómarréttur	Римское право
Lafði Jane Grey	Джейн Грей
Kyn (málfræði)	Род (лингвистика)
Tony Curtis	Тони Кёртис
Vorið í Prag	Пражская весна
Steindepla	Вероника кустящаяся
County Cork	Корк (графство)
Maamme	Гимн Финляндии
Fjallasveifgras	Мятлик альпийский
Merkantílismi	Меркантилизм
Æxlafræði	Онкология
Dream Theater	Dream Theater
Innkirtlafræði	Эндокринология
Taugaboðefni	Нейромедиатор
Sjón	Зрение человека
Kísilþörungar	Диатомовые водоросли
Jean-Bédel Bokassa	Бокасса, Жан-Бедель
Nýfrjálshyggja	Неолиберализм
Lófatölva	Карманный персональный компьютер
Pegasos	Пегас
Hið heilaga gral	Святой Грааль
Katrín af Aragóníu	Екатерина Арагонская
Sarmatar	Сарматы
Nítróglusserín	Нитроглицерин
Leghöll	Мавзолей
Raflausn	Электролит
Innsigli	Удостоверяющая печать
Fjalladepla	Вероника альпийская
Stafmerki	Диакритические знаки
Blake Lively	Лайвли, Блейк
Fáni Kambódíu	Флаг Камбоджи
Psycho	Психо
Catullus	Гай Валерий Катулл
Bergfræði	Петрология
Jessica Biel	Бил, Джессика
Eva Longoria	Лонгория, Ева
Ranakollar	Гаттерия
Hugh Grant	Грант, Хью
Kanansland	Ханаан
Principia Mathematica	Principia Mathematica
Tesla	Тесла (единица измерения)
Henry (SI-mælieining)	Генри (единица измерения)
Austur-Síberíuhaf	Восточно-Сибирское море
Prolog	Пролог (язык программирования)
Charlotte Hornets	Шарлотт Хорнетс
Sídon	Сайда (город)
Piparhólmi	Пеберхольм
Loðvíðir	Ива мохнатая
Gleym-mér-ei	Незабудка полевая
Derry	Дерри
Angkor	Ангкор
José Manuel Reina	Рейна, Хосе Мануэль
Satýr	Сатиры
West Palm Beach	Уэст-Палм-Бич
Ju jitsu	Джиу-джитсу
St Peter's College (Auckland)	Колледж Святого Петра (Окленд)
Hinriksnjóli	Марь цельнолистная
Volvo	Volvo
Silicon Valley	Силиконовая долина
Hljóðgervill	Синтезатор
Kópavogur	Коупавогюр
Skyrbjúgur	Цинга
Páskaegg	Пасхальное яйцо
Alþýðuviðtökutækið	Народный радиоприёмник
Bartólómeusarvígin	Варфоломеевская ночь
Alþjóðasamtök kommúnista	Коммунистический интернационал
Emirates Stadium	Эмирейтс (стадион)
Haustfeti	Зимняя пяденица
Santiago Bernabeu	Сантьяго Бернабеу (стадион)
Alexander Pope	Поуп, Александр
Torg hins himneska friðar	Площадь Тяньаньмэнь
Kuggur	Когг
Mórits af Nassá	Мориц Оранский
Alpamítur	Эпимедиум альпийский
Till Ugluspegill	Тиль Уленшпигель
Fögur hugsun	Игры разума
Llaima	Льяйма
Tónlistarfræði	Музыковедение
Stafsetningarforrit	Система проверки правописания
Aðgerð (stærðfræði)	Бинарная операция
Einar Gerhardsen	Герхардсен, Эйнар
Uppreisnin í Ungverjalandi	Венгерское восстание 1956 года
Reynsla	Опытное знание
Viktor Ambartsúmjan	Амбарцумян, Виктор Амазаспович
Rafrýmd	Электрическая ёмкость
Malakít	Малахит
Líkbrúðurin	Труп невесты
Áttatíu ára stríðið	Нидерландская революция
Fönk	Фанк
Rosshaf	Море Росса
Alæta	Всеядность
George Best	Бест, Джордж
Peter Molyneux	Молиньё, Питер
Frumlag	Подлежащее
Vytautas Landsbergis	Ландсбергис, Витаутас
Vinstristefna	Левые (политика)
Karrí	Карри (блюдо)
The Fame Monster	The Fame Monster
Born This Way	Born This Way (альбом)
Ígerð	Абсцесс
Lundúnabruninn mikli	Великий лондонский пожар
Max Beckmann	Бекман, Макс
Ashton Kutcher	Кутчер, Эштон
Woodstock	Вудсток (фестиваль)
Gagásía	Гагаузия
Konungsætt	Династия
Hringadróttinssaga: Tveggja turna tal	Властелин колец: Две крепости
Nike	Ника (мифология)
Bakteríuveira	Бактериофаги
Hertogadæmið Parma	Пармское герцогство
Gróðurhús	Теплица
Stafafura	Сосна скрученная
Mósambíksund	Мозамбикский пролив
Býflugnabú	Улей
Poppkorn	Попкорн
Javier Hernández	Эрнандес Балькасар, Хавьер
Fuglakirsuber	Черешня
Konungsríkið Sardinía	Сардинское королевство
Evrópa (gyðja)	Европа (мифология)
Avenged Sevenfold	Avenged Sevenfold
Chilli pipar	Красный перец
Robert Downey Jr.	Дауни, Роберт (младший)
Hákon krónprins	Хокон (кронпринц Норвегии)
Maywood, Illinois	Мэйвуд (Иллинойс)
Ingiríður Alexandra Noregsprinsessa	Ингрид Александра (принцесса Норвегии)
Austur-Frísland	Восточная Фризия
Gedda	Щука
Loðvík 8. Frakkakonungur	Людовик VIII
Breiðbogi	Гипербола (математика)
Grasker	Тыква (плод)
Beinþynning	Остеопороз
Límóna	Лайм
Hús Önnu Frank	Дом Анны Франк
Hljóðskipti	Аблаут
Blágreni	Ель Энгельмана
Heiðabær	Хедебю
Heggur	Черёмуха обыкновенная
Smalamál	Язык ассемблера
Rauðrófa	Свёкла (корнеплод)
Tikrit	Тикрит
Penni	Ручка (канцелярия)
Jimmy Page	Пейдж, Джимми
Víxlregla	Коммутативная операция
Hermann Jónasson	Херманн Йоунассон
Stóru-Sundaeyjar	Большие Зондские острова
Jafna Schrödingers	Уравнение Шрёдингера
Barón	Барон
Skjaldarmerki Rússlands	Герб России
Hundalíf	101 далматинец (мультфильм)
Ewan McGregor	Макгрегор, Юэн
101 Reykjavík (kvikmynd)	101 Рейкьявик
Levkippos	Левкипп
Skyndiminni	Кэш
Kólaskagi	Кольский полуостров
Hverfitregða	Момент инерции
Ryk	Пыль
Fjölmiðlafræði	Медиаведение
Adobe Flash	Adobe Flash
Örtölva (íhlutur)	Микроконтроллер
Hástökk	Прыжок в высоту
Der er et yndigt land	Гимн Дании
Jarðmiðjukenningin	Геоцентрическая система мира
Giorgos Seferis	Сеферис, Йоргос
Vatnalíffræði	Лимнология
102 dalmatíuhundar	102 далматинца
Alda	Ветровые волны
Loðvík 6. Frakkakonungur	Людовик VI
Glerstrendingur	Призма (оптика)
Hungur	Голодание
Njósnir	Шпионаж
Plastíð	Пластиды
Snertiskjár	Сенсорный экран
