Afrihkká	Африка
Kategoriija:Riegádeamit 1640	Категория:Родившиеся в 1640 году
Kategoriija:1641	Категория:1641 год
Kategoriija:Jápmimat 1641	Категория:Умершие в 1641 году
Kategoriija:Riegádeamit 1642	Категория:Родившиеся в 1642 году
Kategoriija:1643	Категория:1643 год
Kategoriija:Jápmimat 1643	Категория:Умершие в 1643 году
Kategoriija:Riegádeamit 1644	Категория:Родившиеся в 1644 году
Kategoriija:1645	Категория:1645 год
Kategoriija:Jápmimat 1645	Категория:Умершие в 1645 году
Kategoriija:1646	Категория:1646 год
Kategoriija:Jápmimat 1646	Категория:Умершие в 1646 году
Kategoriija:Riegádeamit 1647	Категория:Родившиеся в 1647 году
Kategoriija:1648	Категория:1648 год
Kategoriija:Jápmimat 1648	Категория:Умершие в 1648 году
Kategoriija:Riegádeamit 1649	Категория:Родившиеся в 1649 году
Kategoriija:1650	Категория:1650 год
Kategoriija:Jápmimat 1650	Категория:Умершие в 1650 году
Kategoriija:1651	Категория:1651 год
Kategoriija:Jápmimat 1651	Категория:Умершие в 1651 году
Kategoriija:Riegádeamit 1652	Категория:Родившиеся в 1652 году
Kategoriija:Riegádeamit 1653	Категория:Родившиеся в 1653 году
Kategoriija:1654	Категория:1654 год
Kategoriija:Riegádeamit 1654	Категория:Родившиеся в 1654 году
Kategoriija:Jápmimat 1654	Категория:Умершие в 1654 году
Kategoriija:TV-prográmmat	Категория:Телепередачи
Kategoriija:Riegádeamit 1655	Категория:Родившиеся в 1655 году
Kategoriija:1656	Категория:1656 год
Kategoriija:Jápmimat 1656	Категория:Умершие в 1656 году
Kategoriija:Riegádeamit 1657	Категория:Родившиеся в 1657 году
Kategoriija:1658	Категория:1658 год
Kategoriija:Jápmimat 1658	Категория:Умершие в 1658 году
Kategoriija:1660	Категория:1660 год
Kategoriija:Riegádeamit 1660	Категория:Родившиеся в 1660 году
Kategoriija:Riegádeamit 1661	Категория:Родившиеся в 1661 году
Kategoriija:1662	Категория:1662 год
Kategoriija:Jápmimat 1662	Категория:Умершие в 1662 году
Kategoriija:Riegádeamit 1663	Категория:Родившиеся в 1663 году
Kategoriija:1664	Категория:1664 год
Kategoriija:Jápmimat 1664	Категория:Умершие в 1664 году
Kategoriija:Riegádeamit 1665	Категория:Родившиеся в 1665 году
Kategoriija:Riegádeamit 1666	Категория:Родившиеся в 1666 году
Kategoriija:1667	Категория:1667 год
Kategoriija:Jápmimat 1667	Категория:Умершие в 1667 году
Kategoriija:Jápmimat 1668	Категория:Умершие в 1668 году
Kategoriija:Riegádeamit 1669	Категория:Родившиеся в 1669 году
Kategoriija:1670	Категория:1670 год
Kategoriija:Jápmimat 1670	Категория:Умершие в 1670 году
Kategoriija:Riegádeamit 1671	Категория:Родившиеся в 1671 году
Kategoriija:Riegádeamit 1672	Категория:Родившиеся в 1672 году
Kategoriija:Riegádeamit 1673	Категория:Родившиеся в 1673 году
Kategoriija:Riegádeamit 1674	Категория:Родившиеся в 1674 году
Kategoriija:1675	Категория:1675 год
Kategoriija:Jápmimat 1675	Категория:Умершие в 1675 году
Kategoriija:Riegádeamit 1676	Категория:Родившиеся в 1676 году
Kategoriija:1677	Категория:1677 год
Kategoriija:Jápmimat 1677	Категория:Умершие в 1677 году
Kategoriija:Riegádeamit 1678	Категория:Родившиеся в 1678 году
Kategoriija:1679	Категория:1679 год
Kategoriija:Riegádeamit 1680	Категория:Родившиеся в 1680 году
Kategoriija:1681	Категория:1681 год
Kategoriija:Jápmimat 1681	Категория:Умершие в 1681 году
Kategoriija:1682	Категория:1682 год
Kategoriija:1683	Категория:1683 год
Kategoriija:Jápmimat 1683	Категория:Умершие в 1683 году
Kategoriija:Riegádeamit 1684	Категория:Родившиеся в 1684 году
Kategoriija:1685	Категория:1685 год
Kategoriija:Jápmimat 1685	Категория:Умершие в 1685 году
Kategoriija:Riegádeamit 1686	Категория:Родившиеся в 1686 году
Kategoriija:Riegádeamit 1687	Категория:Родившиеся в 1687 году
Kategoriija:1688	Категория:1688 год
Kategoriija:Jápmimat 1688	Категория:Умершие в 1688 году
Kategoriija:Riegádeamit 1689	Категория:Родившиеся в 1689 году
Kategoriija:1690	Категория:1690 год
Kategoriija:Jápmimat 1690	Категория:Умершие в 1690 году
Kategoriija:1692	Категория:1692 год
Kategoriija:Jápmimat 1692	Категория:Умершие в 1692 году
Málle:En	Шаблон:Ref-en
Kategoriija:Riegádeamit 1693	Категория:Родившиеся в 1693 году
Kategoriija:1694	Категория:1694 год
Kategoriija:1695	Категория:1695 год
Kategoriija:Jápmimat 1695	Категория:Умершие в 1695 году
Kategoriija:Riegádeamit 1696	Категория:Родившиеся в 1696 году
Kategoriija:1697	Категория:1697 год
Kategoriija:1698	Категория:1698 год
Kategoriija:Jápmimat 1698	Категория:Умершие в 1698 году
Kategoriija:Riegádeamit 1699	Категория:Родившиеся в 1699 году
Kategoriija:1700	Категория:1700 год
Kategoriija:Jápmimat 1700	Категория:Умершие в 1700 году
Kategoriija:Riegádeamit 1701	Категория:Родившиеся в 1701 году
Kategoriija:Riegádeamit 1702	Категория:Родившиеся в 1702 году
Kategoriija:1703	Категория:1703 год
Kategoriija:1704	Категория:1704 год
Kategoriija:Jápmimat 1704	Категория:Умершие в 1704 году
Kategoriija:Jápmimat 1705	Категория:Умершие в 1705 году
Kategoriija:Riegádeamit 1706	Категория:Родившиеся в 1706 году
Kategoriija:1707	Категория:1707 год
Kategoriija:Jápmimat 1707	Категория:Умершие в 1707 году
Kategoriija:Riegádeamit 1708	Категория:Родившиеся в 1708 году
Kategoriija:1709	Категория:1709 год
Kategoriija:Riegádeamit 1709	Категория:Родившиеся в 1709 году
Kategoriija:1710	Категория:1710 год
Kategoriija:Jápmimat 1710	Категория:Умершие в 1710 году
Kategoriija:Riegádeamit 1711	Категория:Родившиеся в 1711 году
Kategoriija:1712	Категория:1712 год
Kategoriija:Jápmimat 1712	Категория:Умершие в 1712 году
Kategoriija:Riegádeamit 1713	Категория:Родившиеся в 1713 году
Kategoriija:1714	Категория:1714 год
Kategoriija:Jápmimat 1714	Категория:Умершие в 1714 году
Kategoriija:Riegádeamit 1715	Категория:Родившиеся в 1715 году
Kategoriija:1716	Категория:1716 год
Kategoriija:1717	Категория:1717 год
Kategoriija:Jápmimat 1717	Категория:Умершие в 1717 году
Kategoriija:Riegádeamit 1718	Категория:Родившиеся в 1718 году
Kategoriija:1719	Категория:1719 год
Kategoriija:Jápmimat 1719	Категория:Умершие в 1719 году
Kategoriija:Riegádeamit 1720	Категория:Родившиеся в 1720 году
Kategoriija:1721	Категория:1721 год
Kategoriija:Jápmimat 1721	Категория:Умершие в 1721 году
Kategoriija:Riegádeamit 1722	Категория:Родившиеся в 1722 году
Kategoriija:1723	Категория:1723 год
Kategoriija:Jápmimat 1723	Категория:Умершие в 1723 году
Kategoriija:Riegádeamit 1724	Категория:Родившиеся в 1724 году
Kategoriija:1725	Категория:1725 год
Kategoriija:Jápmimat 1725	Категория:Умершие в 1725 году
Kategoriija:Musihkkárat	Категория:Музыканты
Málle:Nuorta-Agdera suohkanat	Шаблон:Эуст-Агдер
Málle:Oarjel-Agdera suohkanat	Шаблон:Вест-Агдер
Málle:Finnmárkku gielddat	Шаблон:Финнмарк
Málle:Buskeruda fylka	Шаблон:Бускеруд
Málle:Møre ja Romsdála fylka	Шаблон:Нурланн
Málle:Davvi-Trøndelága gielddat	Шаблон:Нур-Трёнделаг
Málle:Hordalándda fylka	Шаблон:Хордаланн
Málle:Østfolda fylka	Шаблон:Эстфолл
Málle:Hedmárkku gielddat	Шаблон:Хедмарк
Málle:Opplándda fylka	Шаблон:Оппланн
Málle:Lulli-Trøndelága gielddat	Шаблон:Сёр-Трёнделаг
Málle:Sogn ja Fjordane fylka	Шаблон:Согн-ог-Фьюране
Málle:Romssa gielddat	Шаблон:Тромс
Málle:G	Шаблон:Lang
Kategoriija:Jápmimat 1969	Категория:Умершие в 1969 году
Kategoriija:Riegádeamit 1881	Категория:Родившиеся в 1881 году
Kategoriija:Kultuvraolbmot	Категория:Персоналии:Культура
Kategoriija:Nobel-bálkkašumi vuoitit	Категория:Лауреаты Нобелевской премии
Kategoriija:Frankriikka gielddat	Категория:Коммуны Франции
Kategoriija:Riegádeamit 1944	Категория:Родившиеся в 1944 году
Kategoriija:Riegádeamit 1932	Категория:Родившиеся в 1932 году
Kategoriija:Riegádeamit 1934	Категория:Родившиеся в 1934 году
Kategoriija:Riegádeamit 1935	Категория:Родившиеся в 1935 году
Kategoriija:Riegádeamit 1941	Категория:Родившиеся в 1941 году
Kategoriija:Sosiologiija	Категория:Социология
Kategoriija:Riegádeamit 1399	Категория:Родившиеся в 1399 году
Kategoriija:Riegádeamit 1491	Категория:Родившиеся в 1491 году
Kategoriija:Riegádeamit 1500	Категория:Родившиеся в 1500 году
Kategoriija:Riegádeamit 1507	Категория:Родившиеся в 1507 году
Kategoriija:Riegádeamit 1511	Категория:Родившиеся в 1511 году
Kategoriija:Riegádeamit 1514	Категория:Родившиеся в 1514 году
Kategoriija:Riegádeamit 1517	Категория:Родившиеся в 1517 году
Kategoriija:Riegádeamit 1520	Категория:Родившиеся в 1520 году
Kategoriija:Riegádeamit 1526	Категория:Родившиеся в 1526 году
Kategoriija:Riegádeamit 1577	Категория:Родившиеся в 1577 году
Kategoriija:Riegádeamit 1579	Категория:Родившиеся в 1579 году
Kategoriija:Riegádeamit 1581	Категория:Родившиеся в 1581 году
Kategoriija:Riegádeamit 1593	Категория:Родившиеся в 1593 году
Kategoriija:Riegádeamit 1600	Категория:Родившиеся в 1600 году
Kategoriija:Riegádeamit 1601	Категория:Родившиеся в 1601 году
Kategoriija:Riegádeamit 1603	Категория:Родившиеся в 1603 году
Kategoriija:Riegádeamit 1606	Категория:Родившиеся в 1606 году
